Accession,A_1,A_2,A_3,B_1,B_2,B_3
UN090381,2517.8,2320.8,2172.6,2457.1,2592.1,2219.4
UN053283,2519.3,5497.5,3419.5,2709.2,4205.5,1753.8
UN075381,2521.5,2734.1,3837.9,2415.5,2066.4,2174.5
UN068182,2524.6,2500.6,2730.6,2718.2,3072,2206.9
UN085863,2526.4,2482.2,1717,2971,3633.3,1679.7
UN071959,2528.8,4654,2853.3,1722.6,1886.3,1062.8
UN072234,2533.1,2271.2,2285.1,2639.5,2454.4,2485.1
UN106361,2545.7,2601,2333.8,3122.7,3137.5,3204.9
UN093867,2545.7,1880,1643.1,2246.3,1861.2,1804.1
UN086658,2546.1,1613.2,2986.1,2661.4,1108.9,3049.6
UN106014,2548.9,1510.6,1350.4,2179.7,1475.8,1308.1
UN055874,2549.6,4164.9,2560.8,2851.4,2871.7,2114.9
UN068802,2551.4,3447.3,2765.1,1915.4,3251.5,1517.3
UN107912,2562.5,1865.3,3105.3,2314.3,1648.4,4308.4
UN090386,2564.3,2296.5,2619.9,2790.9,3126.5,3378
UN094100,2569.8,2636.6,2996.4,2545.1,2015.5,3128.9
UN094014,2570.6,2021.8,2764.7,1286.7,2097.1,1773.3
UN066699,2571.3,2499.1,2062.9,2581.8,3579.3,2133.6
UN079092,2572.2,1905.2,1701.6,3844.3,3381.8,3745.7
UN078408,2580.7,2363.5,984.4,1595.5,2548.8,1208.9
UN060070,2586.6,2950.8,3205.1,3065.7,3564.4,2740.9
UN068042,2588.1,2228.8,1658.5,3632.2,2564.7,2363.3
UN071835,2592.1,1928.6,2675.8,1473.9,1967.2,2227.5
UN063315,2596.9,2553.6,1923,2507.7,3399.9,2257.5
UN068116,2599.8,3212,2388.3,2421,4297.4,3035.3
UN066424,2601.9,1768.4,4550.8,2798.7,2017.3,4276
UN100254,2603.9,2065.8,2264.2,2443.1,2203.7,2821.3
UN067131,2609.8,2914,2840.9,3073.9,2967.7,3063.9
UN063835,2612.9,1712.3,2309.8,2814.9,1766,2784
UN076778,2623,2299.3,2809.5,2561.9,3264.2,2942
UN080132,2623.9,3256.3,1558.9,4563.1,8436.2,6717.1
UN062321,2624.7,4545.2,3687.9,2324.6,3002,2093.3
UN079318,2630.2,2400.9,2361.1,2963.1,4099.5,2834.8
UN075214,2646,3959.2,3255.6,3053.5,4034.2,2228.4
UN087074,2647.7,2942,2200.5,2495.2,3284.4,2134.6
UN078225,2653.4,3316.4,4558.6,2907.1,4009.5,4648
UN076937,2653.5,3287.7,3928.5,2688.7,3062,2992.1
UN080250,2659.8,8152.8,5608.7,435.6,425.2,206.2
UN070717,2667.3,2282.4,1754,2947,2479,1695.3
UN082375,2668.6,2596.3,3006.1,2622.1,2404.3,2716.2
UN054784,2670.5,3684.9,3164.2,2578.9,3981.4,2005.9
UN072737,2678.9,8496,4688.6,662.6,650.5,492.9
UN044974,2701,2061.7,1179.5,4506,5487.4,4615.9
UN091369,2705.4,1550.2,4789.4,2163.8,1006,3989.7
UN106380,2712,2058.3,2050.6,2232,1995.6,2186.8
UN071078,2716.5,2597.3,2244.3,2304.9,3138.1,1666.6
UN077203,2724.6,1729.1,2145.7,2975.8,1936.9,4278.7
UN081952,2726.4,2835.7,2595.3,2694.2,3890.6,2703.3
UN074056,2728.4,2330.8,2689.8,2685,3137.5,2774.2
UN092595,2734.5,2158.7,3502.7,3110,2698.1,2856.6
UN067285,2739.8,717.6,2136.4,3176.2,901.8,1308.4
UN066177,2742.8,2678,2968.5,2455.1,2195.4,2966.9
UN093239,2742.9,2574.8,2761.4,2741.1,2970.7,3212.9
UN071281,2743.9,4779.3,2506.6,2098.5,2710.2,1036.8
UN066235,2744.2,3124.7,2786.9,2565.8,4236.6,2686
UN068808,2757.1,4716.7,3696,2617.5,2582.7,2342.5
UN085438,2764.7,2380.3,2182.2,2174.9,3001.8,2325
UN099660,2769.8,4168.4,3084.1,2479.1,4718.3,2647.9
UN074149,2771.1,3145.6,2420.5,3103.1,3389.6,1493.5
UN077777,2776.8,2887.2,2393.6,2909.1,3375.1,3165.8
UN083221,2779.4,3263.4,3602.1,3237.4,3386.3,3295.8
UN078396,2782.7,1896.5,1722.6,2519.8,1831.7,1787.1
UN080980,2782.9,2955.1,2653,2911.9,2974.2,2810.4
UN070573,2790.2,3795.2,2411.1,2891.9,4834.8,2455.5
UN068810,2790.8,2724.5,2313.5,3532.9,3616.4,2948.5
UN086667,2793.7,3037.7,1901.9,3123.2,4139.2,2609.8
UN061020,2796.1,1442.3,125.1,188.2,1234.8,142.7
UN062269,2809.5,2734.1,2177.7,2954.9,4438,3173.5
UN093985,2812.7,3064.5,2543.1,3523.7,4425.3,3662.8
UN072674,2821.9,2523.1,3280.9,2804.3,2482.7,2007.2
UN107997,2824.3,1664.6,1744.8,1918.7,1750.9,2180.7
UN086775,2838.8,1814.2,3626.5,2021.4,2129.3,3721.1
UN099217,2852.2,2226,2199.9,1824.1,2413.7,1786.3
UN113938,2855.7,1914.9,4284.6,1463.3,1167,4249.8
UN061088,2872.6,2068.9,2426.2,3430.9,2381.2,3677.8
UN101381,2879.3,2201.4,2404.1,3996.1,1960.4,3126.3
UN068494,2891,2617.8,2582.5,3419.5,2709,2657.4
UN090523,2900,2327.9,2580.5,2903,2503.1,3100.1
UN081963,2902.3,2678,3250.7,3206.8,1831.5,3493.8
UN091692,2929.1,1506.6,1313.3,5321.2,2976.9,5244
UN100061,2931.1,2226.3,2994.6,2675.5,1627.1,3229.1
UN111239,2948.6,2048.3,2619.5,2593.8,1859.7,3492.4
UN084998,2954.7,2529,2233.8,3577.7,3350.9,2488.1
UN085028,2961.1,2687.4,2858.6,3061.9,3138.7,3605.1
UN071010,2973.6,3583.3,2739.9,3009.7,4043.6,1405.2
UN084715,2978.8,4366,4548.7,4018.4,4256.5,4397.2
UN079379,3012.3,2393.4,2218.2,3466.8,2205.6,2586.8
UN077244,3013,3195.2,3206.5,2601.2,3159,2686.6
UN080224,3024,2045.2,2917.3,2263.5,2195.8,2692.8
UN077808,3024.2,3412.7,3043.9,3600.7,3496.4,3053
UN087964,3033.4,2791.2,2745.6,2769.5,3163.9,2927.8
UN107445,3054,4691.1,4496.8,3343.7,3259.5,2335.6
UN082187,3063,2880.3,3157,3656.7,2564.5,4257.8
UN080698,3075,2555.5,2975,3322.4,2892.6,3053
UN087220,3112,2621.6,1925.1,2343,2977.5,1642
UN077801,3118.8,2335.1,2076.3,3370.1,2566.6,1967.3
UN110421,3119.9,2517.8,3786.5,2294.2,2199.4,3557.7
UN091410,3122.1,3113.8,3366.1,3342.3,2596.2,3484.9
UN089347,3130.4,2917.1,3947.4,2855.8,2042.5,3788.6
UN067484,3137.2,1822.3,698.1,3561.6,2857.6,954.3
UN086556,3141,2566.1,2722.6,2938.3,2534.6,3622.8
UN081744,3152.6,3457.6,4424.1,3199.6,2910.2,4379.1
UN078144,3152.8,3111,2490.7,2302.1,2824.6,2038.4
UN063393,3161.1,3174.6,3470.2,3019.8,3298.8,3703.8
UN071992,3167.7,4470.7,2714.6,3083.8,5735.6,2677.3
UN079858,3169.9,2840.4,3823.5,2987.4,2079.5,2605.6
UN056681,3172.3,2199.8,2431.6,3056.8,1589.6,3334.4
UN071106,3185.7,3378.5,3597.2,3158,2893,3182.5
UN060831,3187.2,5053.6,5198.8,3654.4,3892.8,2776.3
UN073971,3202.3,4535.6,2591.2,908.3,2421.5,194.6
UN079225,3224.4,3181.4,3527.3,2805.9,3771.5,3235.7
UN069143,3227.5,2852.9,3446.6,3428.4,3022.3,3833.5
UN069952,3228,3668.4,3007.9,3264,4740.6,3215.4
UN055813,3230.6,2632.8,4052.7,2999.7,1502.9,3009.4
UN077983,3231.9,2708.9,2351.3,2756.4,2993,2095.9
UN056920,3236.3,3254.4,3777.5,3463.7,3224.1,1852.3
UN094079,3239.3,2960.1,1969.1,3893.8,1947.9,3423.7
UN100123,3247.5,2074.8,3187,2254.3,1692.1,3397.5
UN094695,3250.5,2084.2,2325.4,1989.6,2378.5,1655.2
UN095576,3251.4,4014.7,4202.7,3211,4457.4,2451.8
UN100312,3287.3,3899.7,3803.8,2728.2,3432.6,3372.9
UN079700,3288.9,2862.5,2120.6,3370.9,4648.6,2933.8
UN054673,3300,6915.3,2639,1582.1,4080.1,498.6
UN101958,3304.2,3022.2,2243.2,5094.1,3304.5,4102.2
UN065875,3304.6,3766.5,3545.8,3692.9,4982.9,2694.6
UN074662,3308.4,3572.3,3015.9,2884.1,3479.7,2827.5
UN078952,3321.7,1306.4,2283.5,3390.4,1592.5,1610.7
UN076154,3325.5,3328.3,3936.1,3837,3483.8,3484.7
UN097062,3326.8,3847.9,3056,4142.5,4315.4,3506.5
UN094475,3332.3,2886.2,2997,5574.7,2148.7,2839.5
UN069183,3333.4,4027.8,3980.2,3482.8,5035.9,3113.6
UN078421,3340.1,2064.2,2914.5,2770,1578,2288.6
UN089349,3378,3162.7,2909.5,3214.1,3640.1,3231.8
UN090454,3379.1,8132.5,3982.9,2589.6,3969.2,2031.3
UN101520,3388.6,4332.6,5397,3596.7,3212.2,5107.8
UN072324,3391.8,968.2,3334.3,1524.9,1208.6,3083.8
UN090093,3393.2,4319.2,3256.2,2934.2,4437.6,2470.6
UN108447,3416.6,2700.1,3016.5,3089.2,3475.2,3177.9
UN090149,3417.9,3556.1,2894.5,3031.2,3763.1,3077.4
UN103490,3426.2,4299,4106.1,3497.2,4092.5,4850.4
UN074814,3428.5,2790.2,2717.3,3406.7,3775.2,2897.1
UN114539,3442.9,2948,3822.3,4319.3,3452,8367.5
UN107861,3446.8,2577,2790.2,3072.7,2749.7,3322.8
UN095968,3456.7,4304,3397.7,2574.3,3572.2,3535.2
UN086638,3468.8,3749.4,2876.9,3631.6,5553.5,2858.1
UN059814,3474.4,3467.3,3990.1,3743,5186.8,3125.8
UN078876,3475.1,3410.6,3375.6,3443.1,4239.5,2852.5
UN105662,3497.7,3183.3,4656.6,3876.6,2846.7,6941.3
UN078345,3508.6,2821.4,3692.7,2538.7,3278.5,3994.9
UN097339,3521.1,3902.8,3986.8,3540.8,4403.6,4910.2
UN110344,3522,2747.8,3031.7,2815.7,3176.8,3462
UN076071,3522.4,6021.5,4297.3,2813.8,3892,2454.6
UN071521,3523.5,4257.8,3369.4,2419.3,4720.8,2593.3
UN079005,3543.5,2496.9,2033.8,3782.3,3050.7,2427
UN079798,3565.6,2803.6,1304.8,5475.3,4473.2,3177.6
UN100776,3574.1,3879.7,4343.3,3379,5158.3,4171.3
UN075776,3579.8,2800.5,2282.9,4109.4,4224.1,3145.6
UN092680,3586.4,3276.2,2561,3718.5,3556,2585.7
UN077193,3601.3,4144.4,3531.2,3041.2,3732.8,2428.8
UN092588,3607.9,4309.6,4482.2,3862.4,5221.5,3859.1
UN101852,3633.8,2034.6,1503.2,3473.8,2843.9,2294.3
UN080008,3699,2700.1,2593.6,4182.1,3096,2384.1
UN086466,3717.9,3077.3,2178.8,3403.5,3578.9,2586.7
UN079440,3722.3,3672.7,7039.1,3606.2,2468.5,4981.4
UN067664,3760,3978.8,2819.2,5466.5,5376.4,5073.9
UN078311,3776.2,3147.8,1205.8,2663.3,2450.1,1203
UN064536,3776.6,3912.7,4556.3,4005.6,3741.8,2759.4
UN096520,3779.5,3223.5,4201.6,3886,2802.7,4880.4
UN080896,3787.6,3020.9,4954,4482.9,1740.4,6214.6
UN077134,3790.2,2669.3,2396.3,4247.8,4169.1,2815.1
UN092750,3805.8,5168.7,3055.1,3822.8,5834.8,3235.4
UN099621,3817.1,2129.4,2809.3,3350,2875.6,2780.3
UN108874,3819.8,3817.4,3752,4612.2,4018.3,4645.2
UN074943,3826.3,5505.6,4392.2,4485.1,5986.5,3158.6
UN088847,3829.6,3807.1,3783.9,4138.6,3658.9,3582
UN067023,3840.6,4086.1,4206.3,3832.9,4836.2,4029.9
UN107261,3864.5,3314.2,3514,3713,4056.1,3134.9
UN079180,3870.2,3927.7,4211.5,4211.1,4143.3,4287.1
UN068383,3879.4,1990.3,2407.8,4240.6,2301.2,2234.8
UN104365,3905.2,2962.9,3500,3466.8,3511.8,3251.3
UN086137,3914,3626.9,3422,4079.7,4297.2,4416.3
UN078858,3919.2,3541.8,3897.2,3610.1,4603.9,3493.9
UN088680,3953.7,1396.5,1031,13354.2,5748.1,9175.3
UN078657,4000.6,5554.3,5037.1,4613.5,6876.2,3922.4
UN079251,4015.9,5314.2,3671.7,3988.7,4013.4,2809.9
UN086500,4056.2,4152.1,3142.4,3832.6,4845,2978.5
UN108021,4066.5,3402.8,3910.2,3059.9,3512.4,3803.4
UN072931,4068.7,3413.4,3776.3,3955.2,4544.6,3958.7
UN107132,4078.5,3346,3653,3643.9,3069.2,3893
UN104746,4078.6,2809.2,2539.4,7937.4,4125.9,5693.6
UN085224,4082.3,4711.7,4623.1,4472.5,4979.9,4835.6
UN104998,4099.2,3289.3,3164.6,3621.3,3894.5,3607.7
UN088952,4103.5,3309.2,3506.8,4136.6,3202,3546.1
UN095432,4110.6,3490,2195.8,3937.4,4569.6,3492.2
UN079110,4127.6,2730.7,3615.9,4696.9,4518.2,5658.9
UN066579,4167.1,5308.6,3715.5,4757.7,6061.8,3445
UN079607,4174.8,2956.1,2000.5,3897.7,3668.9,1887.8
UN104540,4176.1,3689.9,3473.5,3072.1,4118.9,5098.4
UN081606,4180.6,3957.6,4475.2,3837.8,3931.9,4892.2
UN069240,4181.3,5603.2,6144.8,4885.8,5639.2,4772.2
UN080446,4189.7,3221,4100.4,5986.1,3935.4,4937.8
UN087901,4193.2,4660.6,4870.8,4040.2,5554.3,4473.4
UN061245,4241.4,6444.9,5347.7,4528.8,5956.6,3011.5
UN089007,4250.3,3190.5,4027.2,3626,2497.6,3385.6
UN069112,4250.5,4557.7,5116,5113.1,5435,4744.4
UN089292,4267.6,2763.4,2511.5,4948.9,3620,4048.8
UN076870,4271.2,9510.3,4529.2,1029,3991,222.4
UN091611,4278.8,3616.9,4749.2,4284.1,2261.2,2619.1
UN069361,4317.2,7135.6,4667.9,2105.3,4133.5,387.3
UN106719,4326.1,3619.7,3479.7,3897.3,3601,3693.3
UN080603,4368.2,3826.7,4013.3,5891,4940.6,3986.6
UN091271,4438.3,4722.3,4610.1,4412.3,5535,4438.9
UN075425,4456.3,4225.1,3791.7,3614.5,5081.2,3269.5
UN097825,4467.3,4831.7,5099.2,4296.1,5678.5,5539.9
UN087784,4500.1,3002.5,4249.3,2440,3055,3096.1
UN080466,4535,2816.1,5530.1,3677,1715.3,6095.5
UN085813,4549.7,4814.2,5015.2,5435.6,6027.4,5397
UN090664,4586.7,5789.6,4807.3,3601.8,4519.8,2970.3
UN073091,4589.9,3645.6,4566.6,4192.3,3580.3,5154.5
UN075126,4591.1,2769,10649.6,5866.8,5254.5,10476.1
UN091755,4633.4,3538.4,6707.8,4789.1,2005.5,5638.6
UN061360,4647.2,7285.6,3151.7,4157.5,5525.8,2745.7
UN094956,4649.3,4173.3,5654.3,5033.9,2988.5,5410.7
UN107110,4651.1,3020.9,4659.2,3676.4,2303.6,4760.7
UN091411,4665.1,3786.5,3151.3,3921.5,4220.9,3148.8
UN083122,4719.5,2926.1,1927,7461.6,6344.2,4942
UN084797,4736.8,5220.1,5153.6,5235.4,6679.6,4984
UN090216,4740.9,3925.5,2801.3,5879.3,6607.5,6127
UN088509,4782.8,5443.3,5262,4562.6,4882.7,4962.5
UN076695,4784.5,9009.4,7198.2,3061.3,5221.9,1026.6
UN101270,4797.9,2717,2046.5,6326.7,3665.9,3864
UN075900,4810.6,6669,5312.2,4953.8,5515,3386.4
UN104362,4911.6,4220.7,5971.5,4520.7,4480.5,9117.8
UN067115,4927.8,4879.4,4276.6,4576.7,5695.3,3475.2
UN073443,4950.4,6832,8803.3,4583.4,5987.1,5733.4
UN063037,4995.7,4724.5,4627.6,6036.4,5573.1,4368.7
UN097234,5000.4,3601.6,3362.6,4795.9,3596.1,3379
UN081263,5004.1,2289.6,1449.2,7895,2746.7,3026.1
UN078578,5031.2,3748.2,2645.6,8994.1,6709.1,7625
UN068027,5114.7,4530.3,3478,5505.5,5026.5,4018.6
UN074482,5139.1,3159.9,3954.5,5215.6,3093.7,6013
UN097160,5152.2,5909.9,4093,5725.1,6291.4,2981.7
UN071993,5197.6,4298.3,3822.1,4452.8,5028.6,3216.5
UN077111,5201.5,9370.7,6385.9,1518.2,2250.2,304.6
UN087955,5202.4,4389.7,5648,5027.1,4184.8,6350
UN091837,5274,5448.3,5584.3,5608.6,5136.8,5523.5
UN068738,5280.4,4545.5,5995.5,5837.5,5759.9,4244.7
UN064068,5284.1,3787.7,4011.6,4801.9,4829,3514.1
UN092864,5298.6,10396,5009,2584.6,6280.5,929.8
UN094305,5313.2,4766.6,3994.8,5549.8,5183.7,4379.3
UN067501,5344.6,3052.7,2841.5,4161.7,3771.5,2571.6
UN083360,5346.6,5207.3,5379.1,6250.6,6031.1,7702.5
UN089284,5372.6,5082.9,4841.8,5312.3,6605.1,4835.9
UN106299,5377,6392.2,6237.8,5859.7,5169.2,6266.9
UN095992,5387.3,3668.7,5561.9,5145.6,2974.4,5342.2
UN067756,5394.1,6399.4,5990.8,5808.4,7518,4803.5
UN074173,5399.3,5596.4,6481.4,5624.3,4959.2,7136.1
UN095078,5443.8,3525.9,4386.3,4963.7,3261.3,4260.4
UN078371,5518.8,5259.7,9469.8,5086.6,2654.1,4913.2
UN110030,5527.3,5607.6,5308.9,5661.9,6151,9282.6
UN105658,5545.7,4569.9,4177,7737.2,6673.9,11503.9
UN103551,5615.6,3800.5,3894.6,4409.3,4446.8,5350.2
UN099430,5654.9,5337,5624.8,5425.5,6258,5240.8
UN072588,5662.1,11515.3,5709,1717.5,4449.8,522.1
UN073367,5669.5,7512.5,5656.4,6352.5,8911.8,4611.9
UN063736,5669.8,4605.7,5745.5,6706.5,5596.6,5863.6
UN093989,5693.9,4243.2,4296.1,6179.1,4992.3,5201.7
UN104216,5707.6,7107.3,8132.5,5745.4,4483.6,6955.3
UN082830,5707.7,5422.1,6237,5848.1,6616.6,6786.1
UN106680,5715.5,3927.7,2470,6592.5,6998,4854.3
UN070540,5723.7,7320.8,8466.5,6484.2,4485.7,4888.5
UN103567,5941.5,3450.8,3201.4,5353,4509.8,4381.1
UN082287,6091.1,5901.8,5310.9,6466.5,4312.3,4908
UN094800,6145.2,5692.7,5204.9,7703.8,7781.4,6311.4
UN093268,6168.9,5096.7,6817.2,6536.3,5361.3,5841.6
UN113863,6180.7,5081.7,5207,5076.6,5440.9,5146.8
UN063979,6180.9,8984.5,9834,5748.2,7450.7,4584.2
UN072485,6182.7,1630.3,2474.9,8959,2378.7,4730.8
UN096801,6194.3,4706.7,4423,5735.5,5282.3,5371.3
UN096011,6242.5,5472.9,6493.1,5728.7,4227,6237.6
UN095908,6244,6896.9,6349.4,4979.8,7868.3,5739.2
UN100059,6254.6,4201.4,6960,6368.7,3182.1,10391.4
UN091454,6271.4,5255.3,5955.8,4985.7,6881.4,6438.6
UN097904,6353.4,9503.5,8032.1,7923.5,10155.6,6577.2
UN071576,6449.3,2705.8,3272.4,5802,4750.3,8608.9
UN070553,6502.8,4178.6,4091.7,7400,5828.1,10282.4
UN067765,6558.3,5993.2,7320.2,7798.3,5109.6,6279.9
UN099543,6654,4087,3602.1,8030.8,3060,3662.3
UN092081,6666.5,4392.2,5705.5,7855.4,3951.1,6963.1
UN112701,6681.8,3222.6,4746.3,5981,3698.2,7789.1
UN107600,6707,7579.2,6376.1,7570.3,10160.7,7814.4
UN066883,6785.2,5282.8,6735.9,7076.2,3802,3959
UN092158,6834.6,7223.2,7668.4,5933.6,5935.7,6053.8
UN066215,6972.2,6502.8,5954.4,6961.3,9135.9,6062.4
UN059964,6996.2,9899.7,5009.6,4520.5,5350.7,2247.8
UN099703,7056.3,6961.1,6490.1,7674,6069.1,8897.7
UN083051,7058,6719.5,6870.4,7492.9,8034.5,7296.5
UN089067,7068.1,6399.4,3689.6,7954.5,8408.4,4962.2
UN081083,7068.1,6430.2,6105.6,6377.1,7815.5,4917.2
UN108561,7132.7,6400,5772.2,6813.3,8664.4,5984.8
UN101892,7166.9,6438.3,3772.6,7082.5,6598.3,5201.7
UN068093,7175.1,6403.7,7755.5,7423.5,6796.4,5981.1
UN076205,7180.5,4050.8,2351.9,5215,6461.4,3784.4
UN074619,7270.8,5673.7,5237,5693.3,7942.4,4207.7
UN102251,7272.8,4250,7027.4,4292.8,3986.6,5775.6
UN102191,7287,8848.9,7775.6,8504.4,10072.9,11696.7
UN093347,7441.1,6594.8,3688.2,8206.7,8800.5,4537.4
UN086481,7565.5,4738.8,8289.3,6165.5,6451.4,4892.9
UN096594,7668.3,4455.8,6013.4,7764.1,4638.7,7716.7
UN079820,7760.3,6782.5,5316.5,7007.8,9072.2,6199.3
UN087067,7772.3,6891.6,7435.7,8093.3,5717.8,6663.7
UN090286,7786.6,5504.4,4093.2,6071.4,6888.1,2844.1
UN107798,7798,4475.4,5591.3,5091,4767.4,6601.5
UN095110,8101.2,7409.3,6170.7,7319.4,8380.7,6804.4
UN088319,8284.9,8649.4,6719.3,10243,8918.7,9161.2
UN091151,8411.9,6085.4,5273.3,9059.6,9214.8,6577.6
UN092530,8588.1,6999.7,9476.2,7830.6,4944.5,9688.5
UN082001,8647.5,8273.7,7135.6,8987.7,11024.7,8913.8
UN091143,8648.3,12362.9,11154.8,9071.9,14900.9,9559.7
UN099015,8722.4,5203.9,6986.7,9397.9,5524,7060.2
UN112421,8748.7,6791.5,6536.3,11611,6772.7,11614.3
UN063789,8797.3,8659.3,8094.5,11214.4,11193.7,6417.1
UN106377,8875.8,6169.9,6670.4,7041.1,6902.6,6962.3
UN072028,8999.1,19441.5,9156.4,4877.7,7369.2,1725.6
UN064583,9085,22614.2,6552.5,4391.4,5437.4,1354.9
UN082728,9112.6,5234.4,7900.5,8123.1,4570.2,7656.3
UN092654,9124.5,12839.9,9101.8,12353.7,14351,9084.5
UN109083,9139.2,6555.8,7728.1,8746.1,4189.1,9451.8
UN077147,9278.9,8316.8,6635.9,7812.9,7369.8,7740.2
UN096856,9299.8,7857,7291.3,9717.1,10136.7,9058
UN107245,9498.7,9006.6,12345.5,12978,6494.4,16101.4
UN075401,9597.5,7947.1,6208.5,8563.7,9313.1,6227.5
UN085681,9736,7863.5,11663,5084.1,5841.4,5931.1
UN081435,10061.6,9617.9,11547.3,10377.7,6281.2,10066.2
UN063307,10140.9,4395.3,5683.1,6367.6,3065.3,4222.7
UN097582,10417.3,7665.3,4478.5,8947.3,4991.9,5712.9
UN089219,10647.1,11721.7,9281.1,10033.4,15005.1,10241.3
UN081450,10838.4,4861.3,4892.3,9310.2,3751.4,5569.2
UN105974,10887.2,7237.9,9392.4,9935,6095.1,10556.4
UN100098,10901,13750.1,11200.2,13974.1,12364,11553
UN079567,11167.3,10087,10140.2,10792.2,8821.9,10878.5
UN114355,11879.1,9727,18667.3,10046,9650.7,20980.4
UN083991,12015,9441.8,14335.5,6496.7,8277.6,7378.2
UN082070,12265.7,8149.4,8316.4,9249.4,7783.8,7091.8
UN102883,12481.1,9012.2,11044.9,10944.9,8619.5,16089.9
UN084464,13267.7,11788.7,10662.3,16248,9318.8,8489.9
UN095616,13410.8,8761,17257.9,10480.8,6623.3,24731.4
UN040252,13461.2,20793.8,12126.7,12522.5,13560.1,12288.4
UN080013,13570.7,13937.1,9559.6,12512.3,12130.5,8844
UN114066,13640.8,11142.5,9532.1,13988.9,11406.3,13031.3
UN094249,13836,10564,14135.6,12298.8,9968.3,9194.8
UN082127,14011.3,12333.6,13850.8,17242.5,10705.2,10984.2
UN094341,14090.4,16950.2,15779.8,15453.1,19301.6,14122.3
UN101692,14257.2,10107.6,10572.4,15259.1,8660.3,14850.2
UN059467,14869.4,12929.9,9552,12307.1,16775,10136.2
UN087445,16224.4,13097.3,11206.8,16200.1,17982.1,12927.9
UN085643,16502,13648.2,17107.8,18484.3,13178.3,18250.6
UN094078,17006,14760.1,17002.6,18667.8,14794.7,20585.7
UN072840,17433,20656.6,17732.4,16524.6,20928.1,14824.9
UN109503,19100.9,18661.6,17957.9,15427.8,22214.5,24349.9
UN084354,19269.1,16375.4,17819.5,18140.7,22486.6,17249.4
UN063035,23347.3,17077.1,16736.7,36315.8,26233.1,27411.7
